"Severity","Time","Recovery time","Status","Host","Problem","Duration","Ack","Actions","Tags"
"Warning","2026-02-09 09:57:01","2026-02-11 16:02:45","RESOLVED","GEOFON","GEOFON disapeared from EIDA central routing service","2d 6h 5m","No","Actions (4)","format: json, routing: central"
"Warning","2026-02-09 05:08:15","2026-02-09 17:03:12","RESOLVED","IGN","Network code ES missing in central routing for webservice station","11h 54m 57s","No","","format: xml, routing: central, staging"
"Warning","2026-02-06 16:02:41","2026-02-09 09:56:35","RESOLVED","GEOFON","GEOFON disapeared from EIDA central routing service","2d 17h 53m","No","Actions (3)","format: json, routing: central"
"Warning","2026-02-06 05:08:12","2026-02-09 17:03:09","RESOLVED","GEOFON","Network code GE missing in central routing for webservice station","3d 11h 54m","No","","format: xml, routing: central"
"Warning","2026-02-03 11:08:23","2026-02-04 05:03:20","RESOLVED","UIB-NORSAR","Network code NS missing in central routing for webservice station","17h 54m 57s","No","","format: xml, routing: central"
"Warning","2026-01-30 05:08:13","2026-01-31 05:03:10","RESOLVED","KOERI","Network code KO missing in central routing for webservice station","23h 54m 57s","No","","format: xml, routing: central"
"Warning","2026-01-25 16:02:45","2026-01-26 16:02:47","RESOLVED","GEOFON","GEOFON disapeared from EIDA central routing service","1d","No","","format: json, routing: central"
"Warning","2026-01-25 05:08:12","2026-01-26 05:03:09","RESOLVED","GEOFON","Network code GE missing in central routing for webservice station","23h 54m 57s","No","","format: xml, routing: central"
"Warning","2025-12-26 05:08:13","2025-12-27 05:03:10","RESOLVED","KOERI","Network code KO missing in central routing for webservice station","23h 54m 57s","No","","format: xml, routing: central"
"Warning","2025-12-12 11:41:54","2026-04-15 17:02:54","RESOLVED","EPOSFR","EPOSFR disapeared from EIDA central routing service","4M 4d 4h","No","","format: json, routing: central"
"Warning","2025-12-12 11:41:44","2026-06-09 17:02:58","RESOLVED","IGN","IGN disapeared from EIDA central routing service","5M 29d 4h","No","","format: json, routing: central, staging"
